Date,Time,Level,Component,Content,Event
2016-09-28,"04:30:37,",Info,CBS,Session: 30546174_23648359 initialized by client WindowsUpdateAgent.,E132
2016-09-28,"04:30:37,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3168965~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112",E133
2016-09-28,"04:30:37,",Info,CBS,Session: 30546174_23668360 initialized by client WindowsUpdateAgent.,E134
2016-09-28,"04:30:37,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2620704~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E135
2016-09-28,"04:30:37,",Info,CBS,Session: 30546174_23938376 initialized by client WindowsUpdateAgent.,E136
2016-09-28,"04:30:37,",Info,CBS,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",E137
2016-09-28,"04:30:37,",Info,CBS,Session: 30546174_24168389 initialized by client WindowsUpdateAgent.,E138
2016-09-28,"04:30:37,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2763523~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E139
2016-09-28,"04:30:37,",Info,CBS,Session: 30546174_25138444 initialized by client WindowsUpdateAgent.,E140
2016-09-28,"04:30:37,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3075220~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",E141
2016-09-28,"04:30:37,",Info,CBS,Session: 30546174_25988493 initialized by client WindowsUpdateAgent.,E142
2016-09-28,"04:30:37,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2813347~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E143
2016-09-28,"04:30:37,",Info,CBS,Session: 30546174_27448577 initialized by client WindowsUpdateAgent.,E144
2016-09-28,"04:30:37,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3080446~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112",E145
2016-09-28,"04:30:37,",Info,CBS,Session: 30546174_27518581 initialized by client WindowsUpdateAgent.,E146
2016-09-28,"04:30:37,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2515325~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",E147
2016-09-28,"04:30:37,",Info,CBS,Session: 30546174_27548582 initialized by client WindowsUpdateAgent.,E148
2016-09-28,"04:30:37,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2957189~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",E149
2016-09-28,"04:30:37,",Info,CBS,Session: 30546174_27568583 initialized by client WindowsUpdateAgent.,E150
2016-09-28,"04:30:37,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2718704~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",E151
2016-09-28,"04:30:37,",Info,CBS,Session: 30546174_27758594 initialized by client WindowsUpdateAgent.,E152
2016-09-28,"04:30:37,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2479943~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E153
2016-09-28,"04:30:37,",Info,CBS,Session: 30546174_27818598 initialized by client WindowsUpdateAgent.,E154
2016-09-28,"04:30:37,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3138612~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E155
2016-09-28,"04:30:37,",Info,CBS,Session: 30546174_28288625 initialized by client WindowsUpdateAgent.,E156
2016-09-28,"04:30:37,",Info,CBS,"Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0",E157
2016-09-28,"04:30:37,",Info,CBS,Session: 30546174_28528638 initialized by client WindowsUpdateAgent.,E158
2016-09-28,"04:30:37,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3107998~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E159
2016-09-28,"04:30:37,",Info,CBS,Session: 30546174_30478750 initialized by client WindowsUpdateAgent.,E160
2016-09-28,"04:30:38,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3071756~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E161
2016-09-28,"04:30:38,",Info,CBS,Session: 30546174_35199020 initialized by client WindowsUpdateAgent.,E162
2016-09-28,"04:30:38,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2840631~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E163
2016-09-28,"04:30:38,",Info,CBS,Session: 30546174_35469035 initialized by client WindowsUpdateAgent.,E164
2016-09-28,"04:30:38,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2631813~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E165
2016-09-28,"04:30:38,",Info,CBS,Session: 30546174_35509038 initialized by client WindowsUpdateAgent.,E166
2016-09-28,"04:30:38,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2640148~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",E167
2016-09-28,"04:30:38,",Info,CBS,Session: 30546174_35659046 initialized by client WindowsUpdateAgent.,E168
2016-09-28,"04:30:38,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3093513~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E169
2016-09-28,"04:30:38,",Info,CBS,Session: 30546174_35689048 initialized by client WindowsUpdateAgent.,E170
2016-09-28,"04:30:38,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2894844~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E171
2016-09-28,"04:30:38,",Info,CBS,Session: 30546174_36019067 initialized by client WindowsUpdateAgent.,E172
2016-09-28,"04:30:38,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3108670~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E173
2016-09-28,"04:30:38,",Info,CBS,Session: 30546174_40939348 initialized by client WindowsUpdateAgent.,E174
2016-09-28,"04:30:38,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2547666~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E175
2016-09-28,"04:30:38,",Info,CBS,Session: 30546174_41309369 initialized by client WindowsUpdateAgent.,E176
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2798162~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 80, CurrentState:112",E177
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_43049469 initialized by client WindowsUpdateAgent.,E178
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",E179
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_43479493 initialized by client WindowsUpdateAgent.,E180
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112",E181
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_43599500 initialized by client WindowsUpdateAgent.,E182
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2857650~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E183
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_44439548 initialized by client WindowsUpdateAgent.,E184
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3118401~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E185
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_44469550 initialized by client WindowsUpdateAgent.,E186
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2585542~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 80, CurrentState:112",E187
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_44629559 initialized by client WindowsUpdateAgent.,E188
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2931356~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E189
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_45239594 initialized by client WindowsUpdateAgent.,E190
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2900986~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E191
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_45309598 initialized by client WindowsUpdateAgent.,E192
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2985461~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E193
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_46439663 initialized by client WindowsUpdateAgent.,E194
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3092601~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E195
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_46879688 initialized by client WindowsUpdateAgent.,E196
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2836942~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",E197
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_46979694 initialized by client WindowsUpdateAgent.,E198
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2937610~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",E199
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_48029754 initialized by client WindowsUpdateAgent.,E200
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3035126~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E201
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_48659790 initialized by client WindowsUpdateAgent.,E202
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3076895~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",E203
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_48769796 initialized by client WindowsUpdateAgent.,E204
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3021674~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E205
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_48809798 initialized by client WindowsUpdateAgent.,E206
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2919469~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E207
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_49059813 initialized by client WindowsUpdateAgent.,E208
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2823180~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0",E209
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_49089814 initialized by client WindowsUpdateAgent.,E210
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2809215~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:0",E211
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_49109815 initialized by client WindowsUpdateAgent.,E212
2016-09-28,"04:30:39,",Info,CBS,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],E30
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_49119816 initialized by client WindowsUpdateAgent.,E213
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2809900~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0",E214
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_49199821 initialized by client WindowsUpdateAgent.,E215
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3150220~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E216
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_49409833 initialized by client WindowsUpdateAgent.,E217
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3175024~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",E218
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_49899861 initialized by client WindowsUpdateAgent.,E219
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3126446~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E220
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_50419890 initialized by client WindowsUpdateAgent.,E221
2016-09-28,"04:30:39,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2968294~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E222
2016-09-28,"04:30:39,",Info,CBS,Session: 30546174_50799912 initialized by client WindowsUpdateAgent.,E223
2016-09-28,"04:30:40,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3080079~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E224
2016-09-28,"04:30:42,",Info,CBS,Session: 30546174_79961580 initialized by client WindowsUpdateAgent.,E225
2016-09-28,"04:30:42,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2868626~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112",E226
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_84291828 initialized by client WindowsUpdateAgent.,E227
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2929733~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E228
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_84441836 initialized by client WindowsUpdateAgent.,E229
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2893294~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E230
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_84491839 initialized by client WindowsUpdateAgent.,E231
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3145739~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E232
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_84891862 initialized by client WindowsUpdateAgent.,E233
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2972211~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E234
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_85221881 initialized by client WindowsUpdateAgent.,E235
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB947821~31bf3856ad364e35~amd64~~6.1.34.0, ApplicableState: 112, CurrentState:0",E236
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_85241882 initialized by client WindowsUpdateAgent.,E237
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3020370~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E238
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_85811915 initialized by client WindowsUpdateAgent.,E239
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3003743~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E240
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_88182050 initialized by client WindowsUpdateAgent.,E241
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3020387~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:0",E242
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_88262055 initialized by client WindowsUpdateAgent.,E243
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2884256~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E244
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_88342059 initialized by client WindowsUpdateAgent.,E245
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3163245~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E246
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_88462066 initialized by client WindowsUpdateAgent.,E247
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2660075~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E248
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_88482067 initialized by client WindowsUpdateAgent.,E249
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3022777~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E250
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_88742082 initialized by client WindowsUpdateAgent.,E251
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3161561~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",E252
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_89042099 initialized by client WindowsUpdateAgent.,E253
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2800095~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",E254
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_89092102 initialized by client WindowsUpdateAgent.,E255
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2818604~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:0",E256
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_89122104 initialized by client WindowsUpdateAgent.,E257
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2570947~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E258
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_89272113 initialized by client WindowsUpdateAgent.,E259
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3035132~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",E260
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_89322115 initialized by client WindowsUpdateAgent.,E261
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2972100~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E262
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_89562129 initialized by client WindowsUpdateAgent.,E263
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2966583~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E264
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_89962152 initialized by client WindowsUpdateAgent.,E265
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112",E266
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_90352174 initialized by client WindowsUpdateAgent.,E267
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3110329~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E268
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_90632190 initialized by client WindowsUpdateAgent.,E269
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2545698~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",E270
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_90692194 initialized by client WindowsUpdateAgent.,E271
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3124280~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E272
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_90722196 initialized by client WindowsUpdateAgent.,E273
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17388, ApplicableState: 112, CurrentState:0",E274
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_90802200 initialized by client WindowsUpdateAgent.,E275
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_90832202 initialized by client WindowsUpdateAgent.,E276
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2676562~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",E277
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_90912206 initialized by client WindowsUpdateAgent.,E278
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2970228~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E279
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_91002212 initialized by client WindowsUpdateAgent.,E280
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2512715~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0",E281
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_91262226 initialized by client WindowsUpdateAgent.,E282
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2965788~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",E283
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_91282228 initialized by client WindowsUpdateAgent.,E284
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3030377~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E285
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_91382233 initialized by client WindowsUpdateAgent.,E286
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3021917~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",E287
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_91422236 initialized by client WindowsUpdateAgent.,E288
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2853952~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E289
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_91472238 initialized by client WindowsUpdateAgent.,E290
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2706045~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",E291
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_91532242 initialized by client WindowsUpdateAgent.,E292
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2510531~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",E293
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_91592245 initialized by client WindowsUpdateAgent.,E294
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2847927~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E295
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_91672250 initialized by client WindowsUpdateAgent.,E296
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2604115~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",E297
2016-09-28,"04:30:43,",Info,CBS,Session: 30546174_92052272 initialized by client WindowsUpdateAgent.,E298
2016-09-28,"04:30:43,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3013531~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",E299
2016-09-28,"04:30:44,",Info,CBS,Session: 30546174_92302286 initialized by client WindowsUpdateAgent.,E300
2016-09-28,"04:30:44,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2893519~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E301
2016-09-28,"04:30:44,",Info,CBS,Session: 30546174_93492354 initialized by client WindowsUpdateAgent.,E302
2016-09-28,"04:30:44,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2703157~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",E303
2016-09-28,"04:30:44,",Info,CBS,Session: 30546174_93642363 initialized by client WindowsUpdateAgent.,E304
2016-09-28,"04:30:44,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3133977~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E305
2016-09-28,"04:30:44,",Info,CBS,Session: 30546174_94042385 initialized by client WindowsUpdateAgent.,E306
2016-09-28,"04:30:44,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3109094~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E307
2016-09-28,"04:30:44,",Info,CBS,Session: 30546174_94182393 initialized by client WindowsUpdateAgent.,E308
2016-09-28,"04:30:44,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2506212~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E309
2016-09-28,"04:30:44,",Info,CBS,Session: 30546174_94222396 initialized by client WindowsUpdateAgent.,E310
2016-09-28,"04:30:44,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3076949~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E311
2016-09-28,"04:30:44,",Info,CBS,Session: 30546174_94392405 initialized by client WindowsUpdateAgent.,E312
2016-09-28,"04:30:44,",Info,CBS,Session: 30546174_94722424 initialized by client WindowsUpdateAgent.,E313
2016-09-28,"04:30:44,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2871997~31bf3856ad364e35~amd64~~6.1.2.5, ApplicableState: 112, CurrentState:112",E314
2016-09-28,"04:30:44,",Info,CBS,Session: 30546174_97232568 initialized by client WindowsUpdateAgent.,E315
2016-09-28,"04:30:44,",Info,CBS,"Read out cached package applicability for package: Package_for_KB3164035~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E316
2016-09-28,"04:30:44,",Info,CBS,Session: 30546174_97282571 initialized by client WindowsUpdateAgent.,E317
2016-09-28,"04:30:44,",Info,CBS,Session: 30546174_97402578 initialized by client WindowsUpdateAgent.,E318
2016-09-28,"04:30:44,",Info,CBS,"Read out cached package applicability for package: Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",E179
2016-09-28,"04:30:44,",Info,CBS,Session: 30546174_97982611 initialized by client WindowsUpdateAgent.,E319
2016-09-28,"04:30:44,",Info,CBS,"Read out cached package applicability for package: Microsoft-Windows-RDP-WinIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16398, ApplicableState: 112, CurrentState:112",E320
